day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
2;0;AMETHYSTS;9998;3;9996;1;9995;21;10004;1;10005;21;;;10001.0;0.0
2;0;ORCHIDS;1053;10;1052;3;1046;41;1059;10;1060;3;1067;41;1056.0;0.0
2;0;STARFRUIT;5023;1;5022;22;;;5029;22;;;;;5026.0;0.0
2;100;AMETHYSTS;9995;26;;;;;9998;1;10005;26;;;9996.5;0.0
2;100;STARFRUIT;5022;26;;;;;5027;5;5029;26;;;5024.5;0.0
2;100;ORCHIDS;1051;6;1050;2;1045;51;1058;6;1059;2;1065;51;1054.5;0.0
2;200;AMETHYSTS;9996;2;9995;30;;;9998;1;10004;2;10005;30;9997.0;0.0
2;200;ORCHIDS;1051;6;1050;3;1045;49;1058;6;1059;3;1065;49;1054.5;0.0
2;200;STARFRUIT;5027;1;5022;2;5021;30;5028;32;;;;;5027.5;0.0
2;300;STARFRUIT;5022;27;;;;;5029;28;;;;;5025.5;0.0
2;300;ORCHIDS;1052;10;1051;4;1045;52;1059;10;1060;4;1066;52;1055.5;0.0
2;300;AMETHYSTS;9996;1;9995;27;;;9998;1;10004;1;10005;27;9997.0;2.0
2;400;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;4.0
2;400;ORCHIDS;1053;10;1052;3;1046;51;1060;10;1061;3;1067;51;1056.5;0.0
2;400;STARFRUIT;5022;5;5021;25;;;5028;25;;;;;5025.0;0.0
2;500;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;4.0
2;500;STARFRUIT;5022;22;;;;;5029;22;;;;;5025.5;0.0
2;500;ORCHIDS;1053;5;1052;4;1047;41;1060;5;1061;4;1067;41;1056.5;0.0
2;600;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;10.0
2;600;ORCHIDS;1054;10;1053;3;1048;49;1061;10;1062;3;1068;49;1057.5;0.0
2;600;STARFRUIT;5022;25;;;;;5027;2;5029;25;;;5024.5;0.0
2;700;STARFRUIT;5023;5;5022;23;;;5029;23;;;;;5026.0;0.0
2;700;ORCHIDS;1054;6;1053;5;1047;41;1061;6;1062;5;1068;41;1057.5;0.0
2;700;AMETHYSTS;9995;23;;;;;9998;9;10005;23;;;9996.5;10.0
2;800;ORCHIDS;1054;10;1053;3;1048;47;1061;10;1062;3;1068;47;1057.5;0.0
2;800;STARFRUIT;5022;28;;;;;5028;1;5029;27;;;5025.0;0.0
2;800;AMETHYSTS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;28.0
2;900;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;28.0
2;900;STARFRUIT;5021;21;;;;;5028;21;;;;;5024.5;0.0
2;900;ORCHIDS;1054;10;1053;5;1048;45;1061;10;1062;5;1068;45;1057.5;0.0
2;1000;ORCHIDS;1054;8;1053;3;1047;54;1061;8;1062;3;1068;54;1057.5;0.0
2;1000;STARFRUIT;5022;2;5021;28;;;5028;30;;;;;5025.0;23.82421875
2;1000;AMETHYSTS;10002;2;9996;2;9995;28;10004;2;10005;28;;;10003.0;28.0
2;1100;STARFRUIT;5022;30;;;;;5028;2;5029;28;;;5025.0;25.1796875
2;1100;ORCHIDS;1054;10;1053;3;1047;57;1060;10;1061;3;1068;57;1057.0;0.0
2;1100;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;32.0
2;1200;ORCHIDS;1055;9;1054;5;1049;49;1062;9;1063;5;1069;49;1058.5;0.0
2;1200;STARFRUIT;5022;29;;;;;5028;1;5029;28;;;5025.0;25.47265625
2;1200;AMETHYSTS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;32.0
2;1300;ORCHIDS;1055;6;1054;4;1049;39;1062;6;1063;4;1069;39;1058.5;0.0
2;1300;AMETHYSTS;9995;23;;;;;9998;1;10002;7;10005;23;9996.5;32.0
2;1300;STARFRUIT;5021;23;;;;;5028;23;;;;;5024.5;21.0078125
2;1400;STARFRUIT;5022;26;;;;;5028;2;5029;24;;;5025.0;24.62109375
2;1400;AMETHYSTS;9996;2;9995;24;;;10002;4;10004;2;10005;24;9999.0;34.0
2;1400;ORCHIDS;1058;5;1057;4;1051;45;1065;5;1066;4;1072;45;1061.5;0.0
2;1500;STARFRUIT;5022;30;;;;;5028;2;5029;29;;;5025.0;25.11328125
2;1500;ORCHIDS;1057;9;1056;2;1050;54;1064;9;1065;2;1071;54;1060.5;0.0
2;1500;AMETHYSTS;9996;2;9995;29;;;10002;7;10004;2;10005;29;9999.0;34.0
2;1600;ORCHIDS;1058;7;1057;2;1051;42;1065;7;1066;2;1072;42;1061.5;0.0
2;1600;STARFRUIT;5022;24;;;;;5029;24;;;;;5025.5;27.31640625
2;1600;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;34.0
2;1700;ORCHIDS;1057;8;1056;4;1051;50;1064;8;1065;4;1071;50;1060.5;0.0
2;1700;AMETHYSTS;9995;24;;;;;10005;24;;;;;10000.0;58.0
2;1700;STARFRUIT;5022;24;;;;;5029;24;;;;;5025.5;28.015625
2;1800;STARFRUIT;5022;30;;;;;5029;30;;;;;5025.5;21.1640625
2;1800;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;58.0
2;1800;ORCHIDS;1056;6;1055;4;1050;49;1063;6;1064;4;1070;49;1059.5;0.0
2;1900;STARFRUIT;5022;26;;;;;5029;26;;;;;5025.5;21.90625
2;1900;ORCHIDS;1056;5;1055;4;1050;40;1063;5;1064;4;1070;40;1059.5;0.0
2;1900;AMETHYSTS;9998;8;9996;2;9995;24;10004;2;10005;24;;;10001.0;58.0
2;2000;ORCHIDS;1059;8;1058;2;1052;41;1066;8;1067;2;1073;41;1062.5;0.0
2;2000;STARFRUIT;5022;22;;;;;5027;1;5029;22;;;5024.5;21.1484375
2;2000;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;58.0
2;2100;ORCHIDS;1058;7;1057;3;1051;48;1065;7;1066;3;1072;48;1061.5;0.0
2;2100;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;58.0
2;2100;STARFRUIT;5021;25;;;;;5028;25;;;;;5024.5;25.203125
2;2200;STARFRUIT;5022;31;;;;;5029;31;;;;;5025.5;21.62109375
2;2200;AMETHYSTS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;58.0
2;2200;ORCHIDS;1058;7;1057;2;1051;48;1064;7;1065;2;1072;48;1061.0;0.0
2;2300;STARFRUIT;5022;21;;;;;5029;21;;;;;5025.5;17.4296875
2;2300;ORCHIDS;1056;9;1055;4;1049;47;1063;9;1064;4;1070;47;1059.5;0.0
2;2300;AMETHYSTS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;58.0
2;2400;ORCHIDS;1057;10;1056;3;1050;51;1064;10;1065;3;1071;51;1060.5;0.0
2;2400;STARFRUIT;5027;1;5022;4;5021;25;5028;1;5029;25;;;5027.5;23.98828125
2;2400;AMETHYSTS;10002;1;9996;1;9995;25;10004;1;10005;25;;;10003.0;58.0
2;2500;ORCHIDS;1056;10;1055;3;1049;48;1063;10;1064;3;1070;48;1059.5;0.0
2;2500;AMETHYSTS;9995;27;;;;;10005;27;;;;;10000.0;60.0
2;2500;STARFRUIT;5021;27;;;;;5028;27;;;;;5024.5;26.203125
2;2600;STARFRUIT;5022;21;;;;;5028;1;5029;20;;;5025.0;23.4296875
2;2600;AMETHYSTS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;60.0
2;2600;ORCHIDS;1055;6;1054;5;1048;36;1062;6;1063;5;1069;36;1058.5;0.0
2;2700;STARFRUIT;5027;1;5023;2;5022;31;5028;2;5029;29;;;5027.5;23.3125
